work_id	review_id
2074546	3413147220
2074546	3941268109
2074546	2961204953
2074546	2443448795
2074546	1421761961
2074546	1628346514
2074546	1608981410
18514807	903589663
18514807	4060541014
8568086	3543296536
8568086	3693264468
8568086	111095037
8568086	1238868249
10128060	3407647479
15798872	826218363
15798872	1780026717
22403823	3968705414
22403823	1795525404
51173112	3185782137
2434950	170937978
2434950	3025922282
2434950	108058911
2434950	2440765784
2434950	2508927657
2434950	259537966
2434950	3403123020
2434950	3797183514
2434950	2857628918
2434950	475982942
2434950	3101483894
11490434	3808805907
11490434	409313767
11490434	448591999
11490434	172076501
981224	1589373595
981224	3526174845
981224	1411658161
18631681	736308543
17310777	2343640826
6989524	2194431885
12209187	904553931
12209187	2025320834
12209187	1771291980
12209187	1623063367
12209187	1734448769
17856355	601476942
54884150	3781411964
54884150	4114951555
54884150	3696465996
54884150	3666131675
54884150	3662741066
54884150	3633291961
11280499	3612756185
11280499	772385561
11280499	3410389868
16070431	2001406768
16070431	3108182108
8087908	3064544178
8087908	2156058863
8087908	3422624840
8087908	2018928090
8087908	525449650
31292541	2954272244
303482	3837602855
303482	3837426414
303482	23844166
303482	639633624
303482	23499876
303482	2101402298
303482	2706390830
303482	3408557712
303482	251072915
303482	439335843
303482	1118967303
303482	2829900698
303482	661950135
303482	1962865325
303482	236994411
303482	1919185101
303482	159035371
303482	1093075442
303482	3644717746
303482	1828111291
303482	2109296290
303482	2833620183
303482	2498049121
303482	1767866244
303482	527327459
303482	250418397
303482	2897334529
12804585	1038357087
7119008	3017269436
18134895	2999080917
7743422	1138540706
7743422	1622567437
18661479	3138606333
18661479	1952342694
3401591	1669286765
3401591	3783387318
3401591	3016968798
3401591	2636895953
3401591	3833615778
3401591	3223302866
3401591	1677314864
3401591	1062119163
3401591	2485375536
3401591	1489379820
3401591	4065647820
3401591	2420516514
3401591	3413437574
3401591	1934468267
3401591	2674561355
3401591	1734563082
3401591	2088183374
3401591	4011620951
3401591	3167536527
3401591	3902998123
3401591	3596920492
3401591	468851420
3401591	192593961
3401591	1126602107
3401591	1085034334
3401591	231529106
3401591	2770994622
3401591	2150958092
15180256	1559668314
15180256	3885718889
15180256	3807356834
15180256	2973489539
15180256	3344262434
15180256	2774939347
15180256	3452350372
15180256	3344177705
15180256	4137065987
15180256	3976487166
15180256	3403241375
15180256	3332435107
15180256	3352187222
6868249	514957182
6868249	1736616730
6868249	3727160095
6868249	1539875885
6868249	1670402440
12768677	3917625578
10772921	1800118238
10772921	1986880457
10772921	303843710
11384518	2801985172
11384518	878754673
3380429	572272982
3380429	2707318978
3380429	2858281620
3380429	3771305234
3380429	1524604665
3380429	1431817982
3380429	1333940421
3380429	23499614
3380429	888462602
3380429	2228175946
3380429	1567016448
3380429	3070842066
3380429	868471418
3380429	2311368047
3380429	2266397007
3380429	343288780
3380429	2960065305
3380429	2340521589
3380429	396518022
3380429	3825993306
3380429	1035463485
3380429	2164939502
3380429	3998802736
3380429	2992654645
3380429	3379800266
3380429	4087459059
3380429	3252787587
3380429	2933328346
3380429	2456740580
6648640	2546947420
3358339	1065777906
3358339	504817225
3358339	300084394
3358339	2870638142
6547545	735100525
6547545	3709743145
6547545	2217779685
6547545	1747583715
6547545	447512742
6547545	1919183670
6547545	954168915
6547545	1632227189
6547545	1425080902
6547545	2978684649
6547545	378426154
6547545	997503813
6547545	259534477
6547545	3449118600
6547545	2281393800
6547545	2681622838
6547545	4068892546
6547545	2588044371
6547545	2395742190
6547545	2852819136
6547545	1878809322
6547545	379579405
6547545	214996939
6547545	1867352785
6547545	288295051
6547545	95952870
6547545	1821478208
6547545	1470546433
10463695	3819979733
10463695	2361245219
10463695	4105064810
10463695	310409998
10463695	270350968
10463695	1243999043
10463695	392422429
7070520	3892892611
7070520	1209960637
20932317	1622580750
20932317	1077051534
86244	1412377051
86244	2525155918
86244	295346986
86244	2123019826
86244	1314664695
86244	2410754109
86244	1227613016
86244	1629195812
86244	3045685072
86244	120053960
86244	209008695
86244	78390954
86244	852752642
86244	784540091
86244	2065254606
86244	1578648900
86244	1832956379
86244	2466610742
86244	1054600612
86244	670891573
86244	1034974046
86244	1523178433
86244	2566497031
86244	3625407818
86244	3029473643
86244	2763195268
86244	3500050519
86244	1074706553
86244	1472871686
86244	50145447
2752069	2890390764
2752069	3421494510
2752069	3180589137
2752069	2060811413
2752069	3596939450
2752069	2144816964
2752069	3232603665
2752069	1957956134
2752069	1359575544
2752069	2494734165
2752069	4136587464
2752069	3143580749
2752069	3097218278
2752069	3603746583
2752069	2459805824
2752069	1816824997
2752069	3876372837
2752069	3887690848
2752069	3223178561
2752069	3462370312
2752069	3946135773
2752069	3414877804
2752069	1671800723
2752069	1416524553
2752069	741490826
2752069	843783092
2752069	1296858299
51390014	3596532594
51390014	3950780328
12048414	404383531
7202044	1138538693
26850169	4104879134
26850169	3449042348
19458535	2046812758
19458535	1971589697
19458535	2991720978
19458535	3583536127
19458535	1538065193
19458535	4155526575
19458535	1246620407
19458535	1195549747
19458535	222828850
19458535	924126870
905033	1011012526
905033	1139965613
905033	2058919628
905033	2458637353
905033	3694512447
905033	1596220438
905033	1746931320
905033	586138201
905033	1333226701
905033	2458792882
905033	17655154
905033	361147609
905033	350569813
905033	34883798
905033	261522318
9808065	3474096498
10103486	288295199
6384018	3980795902
6384018	2846214728
6384018	895126154
6384018	2763349591
6384018	51731130
6384018	2958818158
6384018	4095769145
6384018	1135182267
6384018	2770838840
6384018	1223892973
6384018	3202000304
6384018	3990220182
6384018	3308089517
6384018	960389815
6384018	142746512
6384018	613912272
6384018	1538200970
6384018	1536637911
10313510	1749614541
10313510	2715237144
20445589	3417933203
20445589	1000006652
23399058	1088335123
3302306	48039797
24486179	1167442166
1787296	966625212
11436547	556347505
4822409	3261627225
4822409	269960900
4822409	2242134465
36343385	3476280677
36343385	1966471974
10693241	1273086736
3201301	2303365829
3201301	2107949146
3201301	2963201819
3201301	3936747517
3201301	4070938290
3201301	2859799865
3201301	3908859982
3201301	2503060475
3201301	1397025917
3201301	2759579083
3201301	1760889308
6384091	3170566048
6215822	1677386204
6215822	198983379
6215822	2758447692
12065335	1446973310
12065335	3284647818
12065335	2880394666
12065335	2437693101
12065335	1978492017
12065335	1497653568
12065335	218279660
12065335	3747602010
12065335	3778922755
12065335	3249025614
12065335	2294789207
12065335	1079859435
12065335	511667228
12065335	459111528
12065335	872975213
12065335	1542519856
12065335	2981129890
12065335	2860170463
12065335	2200217469
12065335	3199120768
12065335	2134816112
12065335	2560213837
12065335	3918341134
12065335	4109653259
12065335	4147992959
12065335	3848233370
12065335	3914189228
12065335	2787288958
4698221	792553529
4698221	3342792596
4698221	1144157851
6395198	2327242235
6395198	142747968
6395198	4136461741
6395198	2777094649
6395198	3177538281
6395198	52432171
30248950	1660535750
30248950	1645127840
30286172	3545388839
30286172	3506080727
30286172	3933028840
30286172	3379844135
30286172	3027328242
30286172	2749990988
30286172	3625787199
30286172	3164552292
30286172	3475929143
8187443	1892587632
8187443	537446098
8187443	1042271964
8187443	733639393
8187443	2304059239
8187443	742596925
8187443	1756275449
8187443	3506483795
8187443	3873080605
8187443	3388632187
8187443	1469241542
8187443	3418950749
52290585	3882876834
922596	2520173638
922596	1392596443
922596	2023773395
922596	1845500868
922596	598950404
922596	667305536
922596	1749508772
6072729	2716174210
6072729	4017382689
6072729	93873507
6072729	3085380446
6072729	1605666181
6072729	1170378200
6072729	1575321761
6072729	56281986
27254494	1422534847
25097509	1337118547
20879234	3661964154
20879234	1834856176
21896994	3581640888
3377671	2516393907
3377671	3294189921
3377671	3606872682
3377671	1568375707
3377671	3551695771
3377671	1907564720
3377671	1823923062
3377671	2287906494
3377671	3031331155
3377671	2706931236
3377671	530173332
18539148	2698821412
18539148	1649272859
8541756	3616466640
8541756	2593088562
8541756	2529744201
8541756	3600970976
8541756	2851264631
8541756	3650646343
8541756	2692670315
8541756	1652099723
3640811	3874645199
3640811	3930591051
28646347	1995706334
18815426	3933680317
30286148	2591572671
30286148	70542574
30286148	2725966378
30286148	1647697722
30286148	3419705314
30286148	2926760566
30286148	42121468
30286148	2240968862
30286148	589872240
30286148	3027330738
30286148	3059259028
30286148	3874970612
30286148	3295399612
30286148	3073723116
30286148	2678991044
30286148	3173166888
30286148	3154979599
30286148	2314921382
30286148	2613165136
16480534	1781395859
16480534	995686958
16480534	3930056770
16480534	3666379077
16155952	1261436857
1419150	1480808517
1419150	996967684
13630057	3809292861
13630057	2960861535
13630057	1921910435
13630057	3577778205
13630057	1953723687
17882767	1646027560
42756765	2591315246
10663659	1649304658
699294	1595111132
699294	2509848005
699294	186602302
699294	3489179832
699294	2445779135
699294	2291600886
699294	262451610
699294	1268185428
11938834	3849581142
11938834	1115230671
10532559	1396534413
10532559	3533784580
10532559	2985312006
10532559	2453775170
34332264	3693401621
52505789	3580590891
6825236	536333699
6557432	1771055862
19255472	3407580442
19255472	3928288494
19255472	2446401883
19255472	3934036207
19255472	2770848044
19255472	2134413867
19255472	1536914822
19255472	1269928562
19255472	2612819254
19255472	2537398718
19255472	792027381
19255472	530246204
19255472	142748425
19255472	218494007
2082292	898840821
2082292	742662528
23274574	3789488233
23510687	1099675755
538257	2113172817
6359364	1861449910
6359364	2501142443
6359364	3708337812
6359364	3410893617
6359364	2138800903
6359364	2774923275
6359364	3228105011
6359364	2151003627
6359364	1389478742
6359364	2456456134
6359364	2266487076
6359364	1442213286
6359364	1139093108
6359364	1035830098
6359364	138408758
6359364	2354850518
6359364	3551424956
6359364	2955247400
6359364	106873844
6359364	2764454895
6359364	3836251214
6359364	3167504224
6359364	1619109045
6359364	1571559876
6359364	2017772482
6359364	3095112978
6359364	2347092572
6359364	3861332584
8702310	3090061733
8702310	1723853627
8702310	1135697224
16042165	2175915144
16042165	420486138
16042165	420437516
11734503	3191507354
16042865	614480105
21842241	2368451920
7697032	2771032819
7697032	2241090648
7697032	108060037
7697032	1732396033
7697032	3714975300
7697032	123801637
8051682	98939691
12107057	2889922892
5098765	2249696949
5098765	2312162092
5098765	1287285456
5098765	3661572900
5098765	3965436226
5098765	3886151648
5098765	4013999851
5098765	3620967057
5098765	2589723664
5098765	17655156
7297603	3508676668
7297603	659502189
2526739	1622394075
2526739	350540642
2526739	3839385491
2526739	2923118755
2526739	3017289828
2526739	1523818962
2526739	1926325055
2526739	530174029
2526739	3581765689
2526739	3291185000
2526739	3083425352
2526739	3571112721
2526739	3279017605
2526739	3315238147
2526739	3772207992
2526739	1714835935
2526739	1521834195
12416565	3634666994
12416565	704255263
12416565	1896900543
12416565	1360402482
19261614	875407163
19261614	1666418441
1099648	2537008326
1099648	211259476
1099648	602195079
1099648	543368915
1099648	1680031748
1099648	3319754180
1099648	430766060
1099648	2500614209
1099648	635020502
1099648	2711697254
1099648	282650736
1099648	3753528803
1099648	3241968662
1099648	2477229246
1099648	3475664250
1099648	2383488524
1099648	3643754199
1099648	3527242588
1099648	3472138547
1099648	1518019298
1099648	2779713655
1099648	3289812213
1099648	3022634658
1099648	86780873
1099648	2430511622
1099648	3408735540
1099648	447570138
1099648	1313242460
1099648	1166078646
12204434	3944210297
12204434	655783824
12204434	1409336106
12204434	1819128546
12204434	1727679969
12204434	3039591225
12204434	3392912191
12204434	705972782
12204434	404543853
12204434	1846004340
12204434	1672133030
12204434	690129548
11704659	3466835951
11704659	2250074671
6970977	146823212
6970977	3860674173
6970977	3477476285
7130842	1010999151
15720624	2501137030
15720624	3108791495
15720624	1758063254
15720624	399862391
1333836	2654496936
35661869	4013102353
28173357	1977875379
54625432	3548986936
31280765	1711171026
35097346	3716668502
7663856	3886309302
7663856	2254997978
7663856	1893146083
7663856	1680544588
7663856	1787195355
7663856	3991932130
7663856	1255003561
7663856	785571282
7663856	241913938
7663856	1468956255
7663856	2371957417
7663856	776116130
7663856	2581388878
7663856	2249506100
7663856	3678581193
7663856	3299391704
7663856	147058878
7663856	1131773424
7663856	1704342626
7663856	1130723810
7663856	291424243
7663856	1446670306
7663856	1139513837
6468064	2917977420
6468064	2493925798
6468064	2782663998
6468064	1974014808
6468064	1759973125
6468064	1146101731
6468064	2920231004
6468064	2676059655
6468064	1857805779
6468064	1950320637
25387974	2349347292
25387974	1852245280
25387974	2367848591
21993255	1592070923
21993255	2930182667
24998135	506934134
24998135	1609318113
24998135	1602809468
24998135	2006239652
24998135	2754770183
24998135	739312563
24998135	2802946868
24998135	1382656704
24998135	1350627752
24998135	345799639
24998135	2745104138
24998135	2227420854
24998135	894516899
24998135	2985109933
24998135	4063904110
24998135	2993712838
24998135	3375927943
24998135	2679261493
24998135	2246101718
24998135	2768974488
24998135	3974660253
24998135	3021343582
24998135	1292140410
24998135	2363413964
24998135	2371294757
24998135	2398619071
24998135	2537672429
24998135	2780252975
24998135	2909319979
24998135	2945210113
17280366	3511436502
17280366	2103662734
17280366	2203157899
17280366	1314751053
17280366	2443990164
18304434	3284346215
18304434	1655937578
18304434	3693397999
18304434	2192054450
18304434	1316109606
9454839	3960084023
9454839	347904340
9454839	3884365114
9454839	3564480052
9454839	2519969341
9454839	1918103266
9454839	3317705151
9454839	1906868884
9454839	203332096
7375817	2808576869
19163916	2380836231
19163916	908410097
4204081	3286532406
21851415	1165798268
21851415	2999152451
31565705	3731040855
57105876	3843255157
17382345	1452428877
27675114	3496150736
17713532	3319003515
17713532	4020829090
11384524	1796704173
11384524	1890510335
25388044	1264295187
8388192	65618635
8388192	222183027
8388192	568930861
11533881	312651298
49918672	2905565482
21854055	3124422278
11499610	1981951376
11499610	2883669401
20948090	1834013595
20948090	1425696810
20948090	3646186653
20948090	3269203409
6394962	4073927678
6394962	1378086160
6394962	3063356622
6394962	2779048638
6394962	2218764254
6394962	142748289
6394962	52422492
6394962	389128030
18692964	3728954470
18692964	612729132
18692964	2486888350
18692964	2834179259
18692964	3745565185
18692964	4105609044
18692964	4119066239
18692964	570484247
9808854	2498543151
9808854	447603218
9808854	2497343050
9808854	1751030780
9808854	2557968868
9808854	1515113365
9808854	3352577296
9808854	1568982492
9808854	1523919137
9808854	3551868966
9808854	3892904424
9808854	3187881508
9808854	2823231654
9808854	3398616058
9808854	2926519453
9808854	3397411990
9808854	3815651630
9808854	1583633980
9808854	1738695066
9808854	3862395391
9808854	1650631099
9808854	1617495434
6295876	3213349195
6295876	3332714481
6295876	3213670585
6295876	3221328487
6295876	2183870609
6295876	1640026308
6295876	1697760843
6295876	1540074810
6295876	3513407774
6295876	4141888121
6295876	3897927893
6295876	3807155374
6295876	1736704862
6295876	1851385581
6295876	1567062770
6295876	3806706733
6295876	3213883873
6295876	2949356900
6295876	3447452287
6295876	3357779457
6295876	2510336697
6295876	3418738283
6295876	4135316928
6295876	3233004012
6295876	2275520945
6295876	2016890544
6295876	1615738361
6295876	1153506819
9190226	2045181362
9190226	2503609303
9190226	3746057270
9190226	3329283344
9190226	3222616873
9190226	3882808176
9190226	2622173281
9190226	3026874216
9190226	1409229870
9190226	224486618
7378500	2424872087
7378500	2745168197
7378500	2164621004
10373883	3584505639
10373883	3576737915
10373883	1611861587
11499621	1138539532
28492817	1773034282
4934217	1802836701
4934217	3934240592
4934217	3768920567
4934217	3101380255
4934217	34645869
4934217	1779331213
12060252	2546851087
37880267	2363429564
11709532	3927264363
11709532	3666174835
7303352	2131476301
7303352	1688146942
7303352	3241281759
7303352	1311499579
1962939	1510554948
6412272	2543180629
6412272	1886609926
6412272	2638248418
16091379	2451857327
16091379	1808196531
16091379	1811771037
16091379	3806094423
16091379	3571148071
16091379	3435924219
16091379	3154887793
6326814	48860194
12155618	1666378019
11338070	3476671289
11428465	1789822411
909739	9985676
909739	222892928
909739	1870933560
909739	502618745
909739	3389279544
909739	3836255918
909739	292238129
909739	1953289599
909739	2357934128
909739	2224072407
909739	189379116
909739	361752809
909739	1080480067
909739	2467945825
909739	3243831207
909739	1257023855
909739	3618981609
909739	2588553295
909739	2351669404
909739	169783124
909739	202616411
909739	1168197637
909739	2280682510
909739	2826667815
909739	3065508779
909739	2689202345
909739	3834250282
909739	2308414517
334258	2353383547
334258	3166111009
334258	2560707828
334258	1787130236
334258	2051285726
334258	3029856480
334258	3952064979
334258	2950205321
334258	2451316577
334258	1665080118
334258	1551885050
334258	1778128522
334258	1129392868
22369870	1100675633
22369870	3378285574
22369870	1496302944
18077639	3649786822
18077639	896046567
15841674	2766873079
15841674	1760352112
15841674	3392366520
15841674	2422135118
15841674	3693406194
15841674	3319596682
15841674	4151530310
15841674	3400529158
15841674	3551696675
15841674	3974639875
15841674	2830709172
15841674	1385311491
15841674	2810934639
26112037	1522192813
27703103	4040738928
6710019	67519241
6710019	1139967025
6710019	1171094074
14619310	2458785552
14619310	944848115
14619310	357299497
14619310	1100085144
14619310	2879470697
14619310	577056029
14619310	667337605
14619310	311303465
14619310	350570609
14619310	1065077473
14619310	18320169
14619310	1639874805
14619310	895549722
14619310	599547354
14619310	2297641827
14619310	3002534048
14619310	3407616924
14619310	1127529625
56267984	3692630634
29473294	3362311920
29473294	1852621242
30128536	2852387886
30128536	2899544179
10273954	282298414
10273954	2871122391
10273954	1891774243
19306954	1053302674
19306954	3846786587
19306954	4055505538
36359987	3646463576
55508161	3719723567
17877091	3728453780
6050182	143977605
6050182	2910716762
6050182	1751782472
6050182	1906136150
6050182	56281973
6050182	381287740
6050182	3753570033
13655556	1868433814
40771062	2474459520
40771062	2586903687
40771062	2527917661
40771062	2539483370
40771062	2639779844
40771062	2963240820
40771062	2642951988
40771062	2774153677
40771062	2540937612
40771062	2455845105
40771062	2531434097
40771062	3291647276
40771062	2684114223
40771062	2897209662
40771062	4114047326
40771062	3052210524
40771062	3717188147
40771062	3686297615
40771062	3526955847
40771062	4100821721
40771062	3885467908
40771062	3525790076
40771062	3172590104
40771062	3203234789
57959352	3985778455
40960635	2472267361
37987379	4092111021
28551359	2050331259
28551359	1509466811
28551359	1901946621
21896506	2363019132
21896506	3375398587
21896506	2327465190
21896506	4006579138
21896506	3237612036
21896506	3758995734
21896506	2604511360
21896506	4073793157
21896506	2782760769
21896506	1183349636
21896506	1069891684
19433278	2235815930
19433278	4093960075
28006561	2895624538
28006561	1220148954
28006561	2002070330
28006561	2792254528
18168271	2696844083
18168271	2526963756
18168271	3902220951
1300003	185937935
1300003	3870225298
1300003	2690017162
1300003	2324795201
1300003	1532100555
1300003	1678350914
1300003	620997781
1300003	93366354
1300003	286984320
1300003	1453387412
1300003	190809011
1300003	37235714
1300003	153413446
1300003	1685152918
1300003	2082162340
21354593	2115372692
7959867	96863338
7543154	4009237113
7543154	2330912734
15831040	1390442783
16041601	4055191562
35993583	3347127819
7853009	1795724232
7853009	487624735
7853009	1145596636
7853009	3539638355
7853009	2907464103
7853009	259541617
7853009	129148005
716321	337978695
716321	3174632060
716321	3410901980
716321	3459212527
716321	1828877980
716321	1334668397
716321	3442870027
716321	3236453077
716321	896055477
716321	1234361492
716321	3007758291
716321	2955425669
716321	2703654333
716321	191799975
716321	776786444
716321	176364042
716321	3486932778
716321	3443090966
716321	71579322
716321	3335907241
716321	252595167
716321	2883231933
716321	811329421
716321	1130240116
716321	2104332136
716321	2185985252
716321	3369912164
716321	1151035252
23488380	1988342005
23488380	2078948187
23488380	1926247260
23488380	1170159914
20879244	2582613383
20879244	2561146348
2765290	3035566636
2765290	715437452
2765290	3268522327
2765290	1701263420
2765290	1331091658
6048429	2777968045
6048429	4131489022
6048429	142748230
6048429	52417973
6048429	1592324892
15720972	1138582009
15132583	1871233162
15132583	1751424805
13626528	4076542499
13626528	2982316095
6431608	1383731712
9298002	1145996763
9298002	4030902600
9298002	4009237959
9298002	3957834600
9298002	2280722773
9298002	3972434827
9298002	262874722
9298002	1571680875
9298002	636920624
25126148	2992814358
25126148	4044063264
25126148	3739191190
25126148	2285896289
25126148	3586816440
25126148	1678440273
25126148	3875777397
25126148	3947758170
25126148	3563434468
25126148	3982435630
7914378	2501138507
7914378	3802458589
7914378	1935420640
7914378	2392275532
7914378	2774923200
7914378	1383883775
7914378	1138538462
7914378	2126546292
7914378	2885113063
7914378	2846508533
7914378	3712724896
7914378	3304028663
7914378	1909377459
7914378	996921144
7914378	1759972107
7914378	1491002633
12363287	2374494546
13637072	2856089381
13637072	1262909312
13637072	2246659767
13637072	1120768043
13637072	672407363
13637072	2801152227
13637072	139950601
13637072	3538709510
13637072	182546504
12780759	2883927937
12780759	2878871743
12780759	2837599151
12780759	288956193
12780759	3986281588
12780759	3539964481
12780759	3656382866
6383299	537595500
6383299	1175329122
6383299	800390631
6383299	773828165
6383299	3110861541
6383299	3752333626
6383299	3389401868
6383299	575367301
6383299	602227618
17622305	3607674523
17622305	3367195876
17622305	2389488489
17622305	812997777
17622305	2479704741
17622305	2169998678
17622305	4045504085
17622305	3728922509
17622305	3200806237
17622305	4108881479
17622305	3523953083
15787911	2716785712
15787911	2039110174
15787911	1468075592
15787911	1997972455
15787911	1450898593
15787911	2025377682
15787911	3391583419
1092477	731485126
1092477	756210701
1092477	2538575877
1092477	166757740
1092477	259464987
1092477	43072360
1092477	84065432
1092477	1540646911
1092477	1770607544
1092477	3020135740
1092477	3570874101
1092477	1282800158
1092477	106733939
1092477	384176584
1092477	2315354594
1092477	103943372
1092477	2313368373
1092477	1812586595
1092477	3061649928
1092477	3442096772
1092477	2249519042
1092477	2457566347
1092477	2717387469
1092477	1527151305
1092477	3321979689
1092477	4154046603
1092477	970679398
1092477	1085072746
1092477	1739970605
1092477	1261845681
16154207	3889033484
731473	2432275983
731473	1923221497
731473	3616432269
731473	946317387
731473	3617700382
731473	1255193803
731473	232288604
731473	650581047
731473	239761519
731473	1883536153
731473	3977692386
731473	2926954442
731473	3974507412
731473	2084361686
731473	3711302677
731473	3370303294
731473	1653688615
731473	727612340
731473	53147083
731473	1525948128
731473	17188476
731473	498235937
731473	1317667447
731473	1502801680
731473	1777632425
731473	1828397210
731473	1936485342
731473	2217283116
10020744	33693518
10020744	300719749
10020744	34187046
10020744	181112123
10020744	81758506
10020744	2517589306
10020744	208344920
10020744	3854926637
10020744	1840871874
10020744	3575155956
10020744	2157915428
10020744	1779829627
10020744	607860247
10020744	2944223504
10020744	3533312376
10020744	2262953484
10020744	1455775738
10020744	180084025
10020744	2332893987
10020744	2169627835
10020744	2763814991
10020744	3674780055
10020744	2207303552
10020744	2937202133
10020744	1224426142
10020744	3008659368
10020744	906355794
10020744	2076937453
10020744	1510904535
50236097	3112815104
50236097	3484342500
24312260	2977732423
2019236	2242289446
2019236	2376306369
2019236	1750487978
2019236	3966934654
2019236	3957375448
2019236	2677751443
2019236	1163857141
2019236	2916226816
2019236	3901968085
2019236	4020419443
2019236	3679122812
2019236	2292802600
2019236	3709968319
2019236	2117247145
2019236	4132428929
2019236	3307505399
2019236	3574385670
2019236	4042278930
2019236	1377671827
2019236	78034912
2019236	290169970
2019236	1886544355
2019236	1848281540
2019236	20559277
2019236	1470610886
2019236	4034833983
2019236	3984847584
2019236	3163576365
2019236	2105897847
9664327	1301019475
9664327	987825592
9664327	2875355036
23955196	2284156164
23955196	2879894799
23955196	1559074945
23955196	3656517625
23955196	3024577683
23955196	2846935846
23955196	4053550771
23955196	3669501325
23955196	2980964367
23955196	2588331729
23955196	2842021258
23955196	2115325035
23955196	3049222586
23955196	4066992309
23955196	4003724488
23955196	4100820489
23955196	3570988459
23955196	4121038007
23955196	3618839959
23955196	4025948462
23955196	4070488088
23955196	3605238154
23955196	3412292059
1077813	2928107115
1077813	2277785215
1077813	1828875337
1077813	488600041
1077813	3159477299
1077813	3415750697
1077813	1791377615
1077813	2583286994
1077813	2085328212
1077813	851648811
1077813	1105990493
1077813	2179064393
1077813	2215816330
1077813	1233458963
1077813	2168366050
1077813	2167572664
1077813	2999953610
1077813	3533783559
1077813	3808479228
1077813	2220156394
1077813	2226891955
1077813	1698225536
1077813	3226835553
1077813	2250467060
1077813	226754771
1077813	790388986
1077813	3341309390
1077813	2166223183
1077813	2279147846
1077813	2214506223
18218896	3767297753
18218896	1758840896
18218896	896509977
18218896	673153833
2969783	2737859427
2969783	262874540
2969783	1821398675
3639113	2533311847
3639113	165034617
3639113	26666352
3639113	293359417
3639113	912079178
3639113	86045412
3639113	11132505
3639113	1067001146
3639113	591891361
3639113	214498199
3639113	1025493844
